# Table EV1 from 									
# https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5327727/#msb167233-sup-0002									
ORF	Symbol	Etymology	SGDID	Note	Description	Chr	StartBp	EndBP	Chain
YFR053C	HXK1	HeXoKinase	S000001949	Gluconeogen_Glycolysis_Pyruvate		VI	253592	255049	-
YCL040W	GLK1	GLucoKinase	S000000545	Gluconeogen_Glycolysis_Pyruvate		III	50838	52340	+
YDR516C	EMI2	Early Meiotic Induction	S000002924	Gluconeogen_Glycolysis_Pyruvate		IV	1474974	1476476	-
YLR446W	YLR446W		S000004438	Gluconeogen_Glycolysis_Pyruvate		XII	1025214	1026515	+
YBR196C	PGI1	PhosphoGlucoIsomerase	S000000400	Gluconeogen_Glycolysis_Pyruvate		II	612236	613900	-
YMR205C	PFK2	PhosphoFructoKinase	S000004818	Gluconeogen_Glycolysis_Pyruvate		XIII	671887	674766	-
YGR240C	PFK1	PhosphoFructoKinase	S000003472	Gluconeogen_Glycolysis_Pyruvate		VII	970771	973734	-
YLR377C	FBP1	"Fructose-1,6-BisPhosphatase"	S000004369	Gluconeogen_Glycolysis_Pyruvate		XII	873746	874792	-
YKL060C	FBA1	"Fructose-1,6-Bisphosphate Aldolase"	S000001543	Gluconeogen_Glycolysis_Pyruvate		XI	326408	327487	-
YDR050C	TPI1	Triose-Phosphate Isomerase	S000002457	Gluconeogen_Glycolysis_Pyruvate		IV	555726	556472	-
YGR192C	TDH3	Triose-phosphate DeHydrogenase	S000003424	Gluconeogen_Glycolysis_Pyruvate		VII	882812	883810	-
YJL052W	TDH1	Triose-phosphate DeHydrogenase	S000003588	Gluconeogen_Glycolysis_Pyruvate		X	338271	339269	+
YJR009C	TDH2	Triose-phosphate DeHydrogenase	S000003769	Gluconeogen_Glycolysis_Pyruvate		X	453683	454681	-
YCR012W	PGK1	3-PhosphoGlycerate Kinase	S000000605	Gluconeogen_Glycolysis_Pyruvate		III	137746	138996	+
YDL021W	GPM2	Glycerate PhosphoMutase	S000002179	Gluconeogen_Glycolysis_Pyruvate		IV	413953	414888	+
YKL152C	GPM1	Glycerate PhosphoMutase	S000001635	Gluconeogen_Glycolysis_Pyruvate		XI	163642	164385	-
YOL056W	GPM3	Glycerate PhosphoMutase	S000005417	Gluconeogen_Glycolysis_Pyruvate		XV	223268	224179	+
YMR323W	ERR3	Enolase-Related Repeat	S000004942	Gluconeogen_Glycolysis_Pyruvate		XIII	920088	921401	+
YGR254W	ENO1	ENOlase	S000003486	Gluconeogen_Glycolysis_Pyruvate		VII	1000927	1002240	+
YHR174W	ENO2	ENOlase	S000001217	Gluconeogen_Glycolysis_Pyruvate		VIII	451327	452640	+
YOR393W	ERR1	Enolase-Related Repeat	S000005920	Gluconeogen_Glycolysis_Pyruvate		XV	1080276	1081589	+
YPL281C	ERR2	Enolase-Related Repeat	S000006202	Gluconeogen_Glycolysis_Pyruvate		XVI	9557	10870	-
YAL038W	CDC19	Cell Division Cycle	S000000036	Gluconeogen_Glycolysis_Pyruvate		I	71786	73288	+
YOR347C	PYK2	S000005874	S000005874	Gluconeogen_Glycolysis_Pyruvate		XV	984942	986462	-
YER178W	PDA1	Pyruvate Dehydrogenase Alpha	S000000980	Gluconeogen_Glycolysis_Pyruvate		V	546817	548079	+
YBR221C	PDB1	Pyruvate Dehydrogenase Beta subunit	S000000425	Gluconeogen_Glycolysis_Pyruvate		II	665153	666253	-
YNL071W	LAT1		S000005015	Gluconeogen_Glycolysis_Pyruvate		XIV	491523	492971	+
YFL018C	LPD1	LiPoamide Dehydrogenase	S000001876	Gluconeogen_Glycolysis_Pyruvate		VI	101628	103127	-
YDL080C	THI3	THIamine metabolism	S000002238	Gluconeogen_Glycolysis_Pyruvate		IV	310642	312471	-
YGR087C	PDC6	Pyruvate DeCarboxylase	S000003319	Gluconeogen_Glycolysis_Pyruvate		VII	651290	652981	-
YLR044C	PDC1	Pyruvate DeCarboxylase	S000004034	Gluconeogen_Glycolysis_Pyruvate		XII	232390	234081	-
YLR134W	PDC5	Pyruvate DeCarboxylase	S000004124	Gluconeogen_Glycolysis_Pyruvate		XII	410723	412414	+
YDL168W	SFA1	Sensitive to FormAldehyde	S000002327	Gluconeogen_Glycolysis_Pyruvate		IV	159604	160764	+
YOL086C	ADH1	Alcohol DeHydrogenase	S000005446	Gluconeogen_Glycolysis_Pyruvate		XV	159548	160594	-
YMR303C	ADH2	Alcohol DeHydrogenase	S000004918	Gluconeogen_Glycolysis_Pyruvate		XIII	873291	874337	-
YBR145W	ADH5	Alcohol DeHydrogenase	S000000349	Gluconeogen_Glycolysis_Pyruvate		II	533762	534817	+
YMR083W	ADH3	Alcohol DeHydrogenase	S000004688	Gluconeogen_Glycolysis_Pyruvate		XIII	434788	435915	+
YGL256W	ADH4	Alcohol DeHydrogenase	S000003225	Gluconeogen_Glycolysis_Pyruvate		VII	15159	16307	+
YCR105W	ADH7	Alcohol DeHydrogenase	S000000702	Gluconeogen_Glycolysis_Pyruvate		III	309070	310155	+
YMR318C	ADH6	Alcohol DeHydrogenase	S000004937	Gluconeogen_Glycolysis_Pyruvate		XIII	911061	912143	-
YOR374W	ALD4	ALdehyde Dehydrogenase	S000005901	Gluconeogen_Glycolysis_Pyruvate		XV	1039840	1041399	+
YPL061W	ALD6	ALdehyde Dehydrogenase	S000005982	Gluconeogen_Glycolysis_Pyruvate		XVI	432588	434090	+
YER073W	ALD5	ALdehyde Dehydrogenase	S000000875	Gluconeogen_Glycolysis_Pyruvate		V	304030	305592	+
YMR110C	HFD1	Homolog of Fatty aldehyde Dehydrogenase	S000004716	Gluconeogen_Glycolysis_Pyruvate		XIII	490394	491992	-
YMR169C	ALD3	ALdehyde Dehydrogenase	S000004779	Gluconeogen_Glycolysis_Pyruvate		XIII	599352	600872	-
YMR170C	ALD2	ALdehyde Dehydrogenase	S000004780	Gluconeogen_Glycolysis_Pyruvate		XIII	601562	603082	-
YAL054C	ACS1	Acetyl CoA Synthetase	S000000050	Gluconeogen_Glycolysis_Pyruvate		I	42881	45022	-
YLR153C	ACS2	Acetyl CoA Synthetase	S000004143	Gluconeogen_Glycolysis_Pyruvate		XII	445524	447575	-
YBR019C	GAL10	GALactose metabolism	S000000223	Gluconeogen_Glycolysis_Pyruvate		II	276253	278352	-
YMR105C	PGM2	PhosphoGlucoMutase	S000004711	Gluconeogen_Glycolysis_Pyruvate		XIII	475897	477606	-
YKL127W	PGM1	PhosphoGlucoMutase	S000001610	Gluconeogen_Glycolysis_Pyruvate		XI	203541	205253	+
YMR278W	PRM15	Phospho Ribo Mutase	S000004891	Gluconeogen_Glycolysis_Pyruvate		XIII	822763	824631	+
YMR099C	YMR099C		S000004705	Gluconeogen_Glycolysis_Pyruvate		XIII	463934	464827	-
YKR097W	PCK1	Phosphoenolpyruvate CarboxyKinase	S000001805	Gluconeogen_Glycolysis_Pyruvate		XI	631152	632801	+
